StockCode,Prediksi_Demand_AI_7Hari,Kontribusi_%,Kumulatif_%,Kategori_ABC,Safety_Stock_Rekomendasi,Rekomendasi_Total_Stok_Gudang
23558,238,"0,00631%","98,71%",Kelas C (Slow-Moving),5,243
22278,236,"0,00626%","98,72%",Kelas C (Slow-Moving),5,241
22642,236,"0,00625%","98,73%",Kelas C (Slow-Moving),5,241
22319,235,"0,00623%","98,73%",Kelas C (Slow-Moving),5,240
21446,232,"0,00616%","98,74%",Kelas C (Slow-Moving),5,237
20775,232,"0,00614%","98,74%",Kelas C (Slow-Moving),5,237
22628,232,"0,00614%","98,75%",Kelas C (Slow-Moving),5,237
22061,231,"0,00612%","98,76%",Kelas C (Slow-Moving),5,236
22863,229,"0,00608%","98,76%",Kelas C (Slow-Moving),5,234
22575,229,"0,00607%","98,77%",Kelas C (Slow-Moving),5,234
84927F,229,"0,00606%","98,77%",Kelas C (Slow-Moving),5,234
22133,228,"0,00605%","98,78%",Kelas C (Slow-Moving),5,233
22232,228,"0,00605%","98,79%",Kelas C (Slow-Moving),5,233
22711,228,"0,00603%","98,79%",Kelas C (Slow-Moving),5,233
84279P,227,"0,00603%","98,8%",Kelas C (Slow-Moving),5,232
21617,227,"0,00601%","98,81%",Kelas C (Slow-Moving),5,232
17038,225,"0,00595%","98,81%",Kelas C (Slow-Moving),5,230
23164,224,"0,00594%","98,82%",Kelas C (Slow-Moving),5,229
22903,223,"0,00591%","98,82%",Kelas C (Slow-Moving),5,228
22260,222,"0,00589%","98,83%",Kelas C (Slow-Moving),5,227
22681,221,"0,00585%","98,83%",Kelas C (Slow-Moving),5,226
23315,219,"0,00581%","98,84%",Kelas C (Slow-Moving),5,224
47566B,214,"0,00568%","98,85%",Kelas C (Slow-Moving),5,219
22543,214,"0,00568%","98,85%",Kelas C (Slow-Moving),5,219
84078A,213,"0,00565%","98,86%",Kelas C (Slow-Moving),5,218
23554,213,"0,00564%","98,86%",Kelas C (Slow-Moving),5,218
85114B,213,"0,00563%","98,87%",Kelas C (Slow-Moving),5,218
21063,212,"0,00562%","98,87%",Kelas C (Slow-Moving),5,217
85183A,212,"0,00562%","98,88%",Kelas C (Slow-Moving),5,217
23487,211,"0,0056%","98,89%",Kelas C (Slow-Moving),5,216
23421,211,"0,00558%","98,89%",Kelas C (Slow-Moving),5,216
21698,211,"0,00558%","98,9%",Kelas C (Slow-Moving),5,216
21263,211,"0,00558%","98,9%",Kelas C (Slow-Moving),5,216
22842,211,"0,00558%","98,91%",Kelas C (Slow-Moving),5,216
23235,210,"0,00556%","98,91%",Kelas C (Slow-Moving),5,215
85199L,208,"0,00552%","98,92%",Kelas C (Slow-Moving),5,213
21684,207,"0,00549%","98,92%",Kelas C (Slow-Moving),5,212
23520,207,"0,00549%","98,93%",Kelas C (Slow-Moving),5,212
22682,207,"0,00548%","98,94%",Kelas C (Slow-Moving),5,212
21913,207,"0,00548%","98,94%",Kelas C (Slow-Moving),5,212
22203,205,"0,00543%","98,95%",Kelas C (Slow-Moving),5,210
17012C,205,"0,00542%","98,95%",Kelas C (Slow-Moving),5,210
23523,204,"0,00539%","98,96%",Kelas C (Slow-Moving),5,209
22523,203,"0,00537%","98,96%",Kelas C (Slow-Moving),5,208
21058,202,"0,00536%","98,97%",Kelas C (Slow-Moving),5,207
22042,202,"0,00535%","98,97%",Kelas C (Slow-Moving),5,207
85185B,202,"0,00534%","98,98%",Kelas C (Slow-Moving),5,207
21927,202,"0,00534%","98,98%",Kelas C (Slow-Moving),5,207
22106,201,"0,00533%","98,99%",Kelas C (Slow-Moving),5,206
46776B,201,"0,00532%","98,99%",Kelas C (Slow-Moving),5,206
20764,200,"0,0053%","99,0%",Kelas C (Slow-Moving),5,205
23522,199,"0,00527%","99,01%",Kelas C (Slow-Moving),5,204
23548,199,"0,00527%","99,01%",Kelas C (Slow-Moving),5,204
84876B,198,"0,00524%","99,02%",Kelas C (Slow-Moving),5,203
22119,197,"0,00522%","99,02%",Kelas C (Slow-Moving),5,202
21742,196,"0,00518%","99,03%",Kelas C (Slow-Moving),5,201
23428,194,"0,00513%","99,03%",Kelas C (Slow-Moving),5,199
22691,193,"0,00512%","99,04%",Kelas C (Slow-Moving),5,198
23117,193,"0,00512%","99,04%",Kelas C (Slow-Moving),5,198
22342,193,"0,00511%","99,05%",Kelas C (Slow-Moving),5,198
22831,192,"0,0051%","99,05%",Kelas C (Slow-Moving),5,197
22362,191,"0,00506%","99,06%",Kelas C (Slow-Moving),5,196
22939,191,"0,00506%","99,06%",Kelas C (Slow-Moving),5,196
21039,191,"0,00505%","99,07%",Kelas C (Slow-Moving),5,196
21666,190,"0,00503%","99,07%",Kelas C (Slow-Moving),5,195
84031B,190,"0,00502%","99,08%",Kelas C (Slow-Moving),5,195
22165,189,"0,00501%","99,08%",Kelas C (Slow-Moving),5,194
22890,187,"0,00496%","99,09%",Kelas C (Slow-Moving),5,192
46776A,187,"0,00495%","99,09%",Kelas C (Slow-Moving),5,192
22108,186,"0,00492%","99,1%",Kelas C (Slow-Moving),5,191
22476,186,"0,00492%","99,1%",Kelas C (Slow-Moving),5,191
21466,184,"0,00488%","99,11%",Kelas C (Slow-Moving),5,189
84997d,184,"0,00486%","99,11%",Kelas C (Slow-Moving),5,189
23462,183,"0,00486%","99,12%",Kelas C (Slow-Moving),5,188
21625,183,"0,00485%","99,12%",Kelas C (Slow-Moving),5,188
21285,183,"0,00484%","99,13%",Kelas C (Slow-Moving),5,188
20767,182,"0,00483%","99,13%",Kelas C (Slow-Moving),5,187
22626,182,"0,00483%","99,14%",Kelas C (Slow-Moving),5,187
22707,182,"0,00481%","99,14%",Kelas C (Slow-Moving),5,187
85170D,181,"0,0048%","99,15%",Kelas C (Slow-Moving),5,186
22778,181,"0,00479%","99,15%",Kelas C (Slow-Moving),5,186
C2,180,"0,00475%","99,15%",Kelas C (Slow-Moving),5,185
23420,179,"0,00475%","99,16%",Kelas C (Slow-Moving),5,184
21846,179,"0,00475%","99,16%",Kelas C (Slow-Moving),5,184
23114,179,"0,00473%","99,17%",Kelas C (Slow-Moving),5,184
23183,178,"0,00472%","99,17%",Kelas C (Slow-Moving),5,183
84558A,178,"0,00472%","99,18%",Kelas C (Slow-Moving),5,183
21066,178,"0,00471%","99,18%",Kelas C (Slow-Moving),5,183
23556,177,"0,00468%","99,19%",Kelas C (Slow-Moving),5,182
23516,177,"0,00467%","99,19%",Kelas C (Slow-Moving),5,182
22364,176,"0,00466%","99,2%",Kelas C (Slow-Moving),5,181
22390,176,"0,00466%","99,2%",Kelas C (Slow-Moving),5,181
22377,176,"0,00465%","99,21%",Kelas C (Slow-Moving),5,181
23324,174,"0,00462%","99,21%",Kelas C (Slow-Moving),5,179
72760B,174,"0,0046%","99,22%",Kelas C (Slow-Moving),5,179
22252,174,"0,0046%","99,22%",Kelas C (Slow-Moving),5,179
84997b,173,"0,00458%","99,22%",Kelas C (Slow-Moving),5,178
22485,173,"0,00457%","99,23%",Kelas C (Slow-Moving),5,178
84997c,172,"0,00455%","99,23%",Kelas C (Slow-Moving),5,177
22324,171,"0,00454%","99,24%",Kelas C (Slow-Moving),5,176
20669,171,"0,00453%","99,24%",Kelas C (Slow-Moving),5,176
22345,170,"0,00451%","99,25%",Kelas C (Slow-Moving),5,175
22063,170,"0,0045%","99,25%",Kelas C (Slow-Moving),5,175
23067,169,"0,00448%","99,26%",Kelas C (Slow-Moving),5,174
23317,169,"0,00448%","99,26%",Kelas C (Slow-Moving),5,174
23178,168,"0,00446%","99,27%",Kelas C (Slow-Moving),5,173
22321,167,"0,00443%","99,27%",Kelas C (Slow-Moving),5,172
35598D,165,"0,00438%","99,27%",Kelas C (Slow-Moving),5,170
47578A,165,"0,00437%","99,28%",Kelas C (Slow-Moving),5,170
22167,165,"0,00437%","99,28%",Kelas C (Slow-Moving),5,170
23544,165,"0,00437%","99,29%",Kelas C (Slow-Moving),5,170
22638,165,"0,00437%","99,29%",Kelas C (Slow-Moving),5,170
84912B,165,"0,00437%","99,3%",Kelas C (Slow-Moving),5,170
46118,165,"0,00437%","99,3%",Kelas C (Slow-Moving),5,170
22683,164,"0,00435%","99,3%",Kelas C (Slow-Moving),5,169
23555,163,"0,00433%","99,31%",Kelas C (Slow-Moving),5,168
82001s,163,"0,00432%","99,31%",Kelas C (Slow-Moving),5,168
21055,162,"0,00429%","99,32%",Kelas C (Slow-Moving),5,167
21470,162,"0,00428%","99,32%",Kelas C (Slow-Moving),5,167
23026,161,"0,00427%","99,33%",Kelas C (Slow-Moving),5,166
85034A,159,"0,00422%","99,33%",Kelas C (Slow-Moving),5,164
21906,159,"0,0042%","99,33%",Kelas C (Slow-Moving),5,164
22414,158,"0,00419%","99,34%",Kelas C (Slow-Moving),5,163
37447,158,"0,00419%","99,34%",Kelas C (Slow-Moving),5,163
22216,158,"0,00418%","99,35%",Kelas C (Slow-Moving),5,163
22346,157,"0,00416%","99,35%",Kelas C (Slow-Moving),5,162
22729,156,"0,00412%","99,36%",Kelas C (Slow-Moving),5,161
22789,156,"0,00412%","99,36%",Kelas C (Slow-Moving),5,161
79051A,155,"0,0041%","99,36%",Kelas C (Slow-Moving),5,160
23010,155,"0,0041%","99,37%",Kelas C (Slow-Moving),5,160
22255,154,"0,00408%","99,37%",Kelas C (Slow-Moving),5,159
20754,154,"0,00407%","99,38%",Kelas C (Slow-Moving),5,159
22511,154,"0,00406%","99,38%",Kelas C (Slow-Moving),5,159
22718,153,"0,00406%","99,38%",Kelas C (Slow-Moving),5,158
22559,153,"0,00404%","99,39%",Kelas C (Slow-Moving),5,158
22496,152,"0,00403%","99,39%",Kelas C (Slow-Moving),5,157
21284,152,"0,00403%","99,4%",Kelas C (Slow-Moving),5,157
79302M,152,"0,00402%","99,4%",Kelas C (Slow-Moving),5,157
22665,151,"0,004%","99,4%",Kelas C (Slow-Moving),5,156
21707,151,"0,00399%","99,41%",Kelas C (Slow-Moving),5,156
21408,151,"0,00398%","99,41%",Kelas C (Slow-Moving),5,156
22660,150,"0,00398%","99,42%",Kelas C (Slow-Moving),5,155
22514,150,"0,00397%","99,42%",Kelas C (Slow-Moving),5,155
22677,149,"0,00396%","99,42%",Kelas C (Slow-Moving),5,154
21464,148,"0,00391%","99,43%",Kelas C (Slow-Moving),5,153
21056,148,"0,0039%","99,43%",Kelas C (Slow-Moving),5,153
22472,147,"0,0039%","99,44%",Kelas C (Slow-Moving),5,152
22277,146,"0,00387%","99,44%",Kelas C (Slow-Moving),5,151
22118,145,"0,00382%","99,44%",Kelas C (Slow-Moving),5,150
22393,144,"0,0038%","99,45%",Kelas C (Slow-Moving),5,149
23106,144,"0,0038%","99,45%",Kelas C (Slow-Moving),5,149
21865,143,"0,00379%","99,46%",Kelas C (Slow-Moving),5,148
22968,142,"0,00377%","99,46%",Kelas C (Slow-Moving),5,147
22269,142,"0,00376%","99,46%",Kelas C (Slow-Moving),5,147
23413,142,"0,00375%","99,47%",Kelas C (Slow-Moving),5,147
22843,142,"0,00375%","99,47%",Kelas C (Slow-Moving),5,147
22117,140,"0,0037%","99,47%",Kelas C (Slow-Moving),5,145
23414,140,"0,00369%","99,48%",Kelas C (Slow-Moving),5,145
21793,140,"0,00369%","99,48%",Kelas C (Slow-Moving),5,145
72807B,139,"0,00369%","99,48%",Kelas C (Slow-Moving),5,144
84923,137,"0,00364%","99,49%",Kelas C (Slow-Moving),5,142
21624,137,"0,00363%","99,49%",Kelas C (Slow-Moving),5,142
21025,137,"0,00362%","99,5%",Kelas C (Slow-Moving),5,142
35599B,137,"0,00362%","99,5%",Kelas C (Slow-Moving),5,142
21028,136,"0,00361%","99,5%",Kelas C (Slow-Moving),5,141
71270,136,"0,0036%","99,51%",Kelas C (Slow-Moving),5,141
85059,136,"0,00359%","99,51%",Kelas C (Slow-Moving),5,141
22953,136,"0,00359%","99,51%",Kelas C (Slow-Moving),5,141
23107,135,"0,00358%","99,52%",Kelas C (Slow-Moving),5,140
23008,135,"0,00358%","99,52%",Kelas C (Slow-Moving),5,140
22410,134,"0,00354%","99,52%",Kelas C (Slow-Moving),5,139
22215,134,"0,00354%","99,53%",Kelas C (Slow-Moving),5,139
23052,130,"0,00345%","99,53%",Kelas C (Slow-Moving),5,135
21354,130,"0,00343%","99,53%",Kelas C (Slow-Moving),5,135
84581,128,"0,00339%","99,54%",Kelas C (Slow-Moving),5,133
21724,128,"0,00338%","99,54%",Kelas C (Slow-Moving),5,133
20615,126,"0,00334%","99,54%",Kelas C (Slow-Moving),5,131
22283,126,"0,00333%","99,55%",Kelas C (Slow-Moving),5,131
22405,125,"0,00332%","99,55%",Kelas C (Slow-Moving),5,130
23060,125,"0,00332%","99,55%",Kelas C (Slow-Moving),5,130
21286,125,"0,0033%","99,56%",Kelas C (Slow-Moving),5,130
21676,124,"0,00329%","99,56%",Kelas C (Slow-Moving),5,129
23444,124,"0,00327%","99,56%",Kelas C (Slow-Moving),5,129
23185,123,"0,00327%","99,57%",Kelas C (Slow-Moving),5,128
20772,122,"0,00324%","99,57%",Kelas C (Slow-Moving),5,127
22852,122,"0,00324%","99,57%",Kelas C (Slow-Moving),5,127
22794,122,"0,00321%","99,58%",Kelas C (Slow-Moving),5,127
22430,120,"0,00318%","99,58%",Kelas C (Slow-Moving),5,125
22914,119,"0,00316%","99,58%",Kelas C (Slow-Moving),5,124
22449,119,"0,00315%","99,59%",Kelas C (Slow-Moving),5,124
23476,118,"0,00313%","99,59%",Kelas C (Slow-Moving),5,123
35818P,118,"0,00312%","99,59%",Kelas C (Slow-Moving),5,123
22853,118,"0,00312%","99,6%",Kelas C (Slow-Moving),5,123
85123a,118,"0,00312%","99,6%",Kelas C (Slow-Moving),5,123
22085,118,"0,00312%","99,6%",Kelas C (Slow-Moving),5,123
22376,117,"0,00309%","99,61%",Kelas C (Slow-Moving),5,122
22220,116,"0,00307%","99,61%",Kelas C (Slow-Moving),5,121
20758,115,"0,00305%","99,61%",Kelas C (Slow-Moving),5,120
72800B,115,"0,00304%","99,62%",Kelas C (Slow-Moving),5,120
46776C,115,"0,00303%","99,62%",Kelas C (Slow-Moving),5,120
22479,115,"0,00303%","99,62%",Kelas C (Slow-Moving),5,120
21401,115,"0,00303%","99,62%",Kelas C (Slow-Moving),5,120
21564,113,"0,003%","99,63%",Kelas C (Slow-Moving),5,118
20652,113,"0,00299%","99,63%",Kelas C (Slow-Moving),5,118
21537,112,"0,00296%","99,63%",Kelas C (Slow-Moving),5,117
84819,111,"0,00293%","99,64%",Kelas C (Slow-Moving),5,116
84859A,110,"0,00291%","99,64%",Kelas C (Slow-Moving),5,115
72800C,109,"0,00289%","99,64%",Kelas C (Slow-Moving),5,114
22334,108,"0,00285%","99,64%",Kelas C (Slow-Moving),5,113
46776D,107,"0,00283%","99,65%",Kelas C (Slow-Moving),5,112
22763,107,"0,00283%","99,65%",Kelas C (Slow-Moving),5,112
23025,107,"0,00283%","99,65%",Kelas C (Slow-Moving),5,112
20686,107,"0,00283%","99,66%",Kelas C (Slow-Moving),5,112
72349b,107,"0,00282%","99,66%",Kelas C (Slow-Moving),5,112
84849D,107,"0,00282%","99,66%",Kelas C (Slow-Moving),5,112
23070,106,"0,0028%","99,66%",Kelas C (Slow-Moving),5,111
90200D,105,"0,00279%","99,67%",Kelas C (Slow-Moving),5,110
21248,105,"0,00278%","99,67%",Kelas C (Slow-Moving),5,110
21059,105,"0,00278%","99,67%",Kelas C (Slow-Moving),5,110
21417,105,"0,00276%","99,68%",Kelas C (Slow-Moving),5,110
22124,104,"0,00276%","99,68%",Kelas C (Slow-Moving),5,109
21618,103,"0,00273%","99,68%",Kelas C (Slow-Moving),5,108
22320,101,"0,00268%","99,68%",Kelas C (Slow-Moving),5,106
82494l,101,"0,00268%","99,69%",Kelas C (Slow-Moving),5,106
21534,101,"0,00267%","99,69%",Kelas C (Slow-Moving),5,106
22498,100,"0,00265%","99,69%",Kelas C (Slow-Moving),5,105
84926D,100,"0,00265%","99,69%",Kelas C (Slow-Moving),5,105
85054,99,"0,00262%","99,7%",Kelas C (Slow-Moving),5,104
22500,99,"0,00261%","99,7%",Kelas C (Slow-Moving),5,104
15044A,99,"0,00261%","99,7%",Kelas C (Slow-Moving),5,104
84970l,99,"0,0026%","99,7%",Kelas C (Slow-Moving),5,104
21723,98,"0,0026%","99,71%",Kelas C (Slow-Moving),5,103
47421,97,"0,00257%","99,71%",Kelas C (Slow-Moving),5,102
85049a,97,"0,00256%","99,71%",Kelas C (Slow-Moving),5,102
23537,97,"0,00256%","99,72%",Kelas C (Slow-Moving),5,102
22513,97,"0,00256%","99,72%",Kelas C (Slow-Moving),5,102
22452,96,"0,00255%","99,72%",Kelas C (Slow-Moving),5,101
23116,96,"0,00253%","99,72%",Kelas C (Slow-Moving),5,101
22673,95,"0,00252%","99,73%",Kelas C (Slow-Moving),5,100
72807A,95,"0,00252%","99,73%",Kelas C (Slow-Moving),5,100
21896,95,"0,00251%","99,73%",Kelas C (Slow-Moving),5,100
23533,95,"0,0025%","99,73%",Kelas C (Slow-Moving),5,100
23020,94,"0,00249%","99,74%",Kelas C (Slow-Moving),5,99
22304,94,"0,00249%","99,74%",Kelas C (Slow-Moving),5,99
22359,94,"0,00248%","99,74%",Kelas C (Slow-Moving),5,99
22286,94,"0,00248%","99,74%",Kelas C (Slow-Moving),5,99
85049e,94,"0,00248%","99,75%",Kelas C (Slow-Moving),5,99
21400,94,"0,00248%","99,75%",Kelas C (Slow-Moving),5,99
23046,93,"0,00246%","99,75%",Kelas C (Slow-Moving),5,98
23409,93,"0,00245%","99,75%",Kelas C (Slow-Moving),5,98
22363,93,"0,00245%","99,76%",Kelas C (Slow-Moving),5,98
84661B,93,"0,00244%","99,76%",Kelas C (Slow-Moving),5,98
23104,92,"0,00243%","99,76%",Kelas C (Slow-Moving),5,97
22428,91,"0,00241%","99,76%",Kelas C (Slow-Moving),5,96
47471,91,"0,00241%","99,76%",Kelas C (Slow-Moving),5,96
22517,91,"0,00241%","99,77%",Kelas C (Slow-Moving),5,96
22643,90,"0,00239%","99,77%",Kelas C (Slow-Moving),5,95
37450,90,"0,00237%","99,77%",Kelas C (Slow-Moving),5,95
23152,89,"0,00236%","99,77%",Kelas C (Slow-Moving),5,94
35001G,89,"0,00236%","99,78%",Kelas C (Slow-Moving),5,94
90161C,89,"0,00236%","99,78%",Kelas C (Slow-Moving),5,94
22344,89,"0,00234%","99,78%",Kelas C (Slow-Moving),5,94
72807C,88,"0,00233%","99,78%",Kelas C (Slow-Moving),5,93
22325,88,"0,00233%","99,79%",Kelas C (Slow-Moving),5,93
22685,88,"0,00233%","99,79%",Kelas C (Slow-Moving),5,93
22509,88,"0,00233%","99,79%",Kelas C (Slow-Moving),5,93
20932,87,"0,00229%","99,79%",Kelas C (Slow-Moving),5,92
23042,86,"0,00228%","99,8%",Kelas C (Slow-Moving),5,91
23466,84,"0,00223%","99,8%",Kelas C (Slow-Moving),5,89
23538,84,"0,00222%","99,8%",Kelas C (Slow-Moving),5,89
20659,84,"0,00222%","99,8%",Kelas C (Slow-Moving),5,89
22515,84,"0,00222%","99,8%",Kelas C (Slow-Moving),5,89
21042,84,"0,00222%","99,81%",Kelas C (Slow-Moving),5,89
90208,83,"0,0022%","99,81%",Kelas C (Slow-Moving),5,88
21351,83,"0,00218%","99,81%",Kelas C (Slow-Moving),5,88
23465,82,"0,00217%","99,81%",Kelas C (Slow-Moving),5,87
21317,82,"0,00215%","99,82%",Kelas C (Slow-Moving),5,87
90200E,81,"0,00214%","99,82%",Kelas C (Slow-Moving),5,86
23472,81,"0,00213%","99,82%",Kelas C (Slow-Moving),5,86
22684,80,"0,00211%","99,82%",Kelas C (Slow-Moving),5,85
35004B,80,"0,0021%","99,82%",Kelas C (Slow-Moving),5,85
21884,80,"0,0021%","99,83%",Kelas C (Slow-Moving),5,85
23539,78,"0,00205%","99,83%",Kelas C (Slow-Moving),5,83
21850,77,"0,00204%","99,83%",Kelas C (Slow-Moving),5,82
22453,77,"0,00203%","99,83%",Kelas C (Slow-Moving),5,82
23417,75,"0,00197%","99,83%",Kelas C (Slow-Moving),5,80
23626,74,"0,00196%","99,84%",Kelas C (Slow-Moving),5,79
22067,74,"0,00194%","99,84%",Kelas C (Slow-Moving),5,79
90099,74,"0,00194%","99,84%",Kelas C (Slow-Moving),5,79
22640,73,"0,00194%","99,84%",Kelas C (Slow-Moving),5,78
21629,73,"0,00193%","99,84%",Kelas C (Slow-Moving),5,78
84926F,71,"0,00188%","99,85%",Kelas C (Slow-Moving),5,76
84970s,71,"0,00188%","99,85%",Kelas C (Slow-Moving),5,76
84884A,71,"0,00187%","99,85%",Kelas C (Slow-Moving),5,76
21922,71,"0,00187%","99,85%",Kelas C (Slow-Moving),5,76
21706,71,"0,00186%","99,85%",Kelas C (Slow-Moving),5,76
22785,71,"0,00186%","99,85%",Kelas C (Slow-Moving),5,76
20752,70,"0,00186%","99,86%",Kelas C (Slow-Moving),5,75
90170,70,"0,00185%","99,86%",Kelas C (Slow-Moving),5,75
21713,70,"0,00183%","99,86%",Kelas C (Slow-Moving),5,75
22510,70,"0,00183%","99,86%",Kelas C (Slow-Moving),5,75
23027,69,"0,00183%","99,86%",Kelas C (Slow-Moving),5,74
90198A,69,"0,00181%","99,87%",Kelas C (Slow-Moving),5,74
23179,69,"0,00181%","99,87%",Kelas C (Slow-Moving),5,74
22182,68,"0,00179%","99,87%",Kelas C (Slow-Moving),5,73
84030e,67,"0,00176%","99,87%",Kelas C (Slow-Moving),5,72
22442,67,"0,00175%","99,87%",Kelas C (Slow-Moving),5,72
85169A,66,"0,00174%","99,87%",Kelas C (Slow-Moving),5,71
21215,66,"0,00174%","99,88%",Kelas C (Slow-Moving),5,71
21355,66,"0,00173%","99,88%",Kelas C (Slow-Moving),5,71
90059A,66,"0,00173%","99,88%",Kelas C (Slow-Moving),5,71
23532,64,"0,00169%","99,88%",Kelas C (Slow-Moving),5,69
84843,63,"0,00166%","99,88%",Kelas C (Slow-Moving),5,68
79144B,62,"0,00164%","99,88%",Kelas C (Slow-Moving),5,67
21194,62,"0,00164%","99,89%",Kelas C (Slow-Moving),5,67
21000,62,"0,00163%","99,89%",Kelas C (Slow-Moving),5,67
85049g,62,"0,00163%","99,89%",Kelas C (Slow-Moving),5,67
21426,61,"0,00161%","99,89%",Kelas C (Slow-Moving),5,66
22201,61,"0,0016%","99,89%",Kelas C (Slow-Moving),5,66
23153,60,"0,00159%","99,89%",Kelas C (Slow-Moving),5,65
90200A,60,"0,00157%","99,9%",Kelas C (Slow-Moving),5,65
21211,60,"0,00157%","99,9%",Kelas C (Slow-Moving),5,65
85203,58,"0,00154%","99,9%",Kelas C (Slow-Moving),5,63
35649,58,"0,00152%","99,9%",Kelas C (Slow-Moving),5,63
23557,57,"0,00151%","99,9%",Kelas C (Slow-Moving),5,62
22166,57,"0,0015%","99,9%",Kelas C (Slow-Moving),5,62
21576,57,"0,0015%","99,91%",Kelas C (Slow-Moving),5,62
22391,56,"0,00148%","99,91%",Kelas C (Slow-Moving),5,61
21379,56,"0,00148%","99,91%",Kelas C (Slow-Moving),5,61
23099,56,"0,00147%","99,91%",Kelas C (Slow-Moving),5,61
23427,56,"0,00147%","99,91%",Kelas C (Slow-Moving),5,61
20869,55,"0,00145%","99,91%",Kelas C (Slow-Moving),5,60
85127,55,"0,00145%","99,91%",Kelas C (Slow-Moving),5,60
84509a,55,"0,00144%","99,92%",Kelas C (Slow-Moving),5,60
21693,53,"0,0014%","99,92%",Kelas C (Slow-Moving),5,58
21695,53,"0,0014%","99,92%",Kelas C (Slow-Moving),5,58
20936,52,"0,00138%","99,92%",Kelas C (Slow-Moving),5,57
23519,52,"0,00138%","99,92%",Kelas C (Slow-Moving),5,57
21378,52,"0,00138%","99,92%",Kelas C (Slow-Moving),5,57
20840,52,"0,00137%","99,92%",Kelas C (Slow-Moving),5,57
22936,51,"0,00134%","99,92%",Kelas C (Slow-Moving),5,56
22913,51,"0,00134%","99,93%",Kelas C (Slow-Moving),5,56
15044D,51,"0,00134%","99,93%",Kelas C (Slow-Moving),5,56
20838,51,"0,00133%","99,93%",Kelas C (Slow-Moving),5,56
20619,50,"0,00131%","99,93%",Kelas C (Slow-Moving),5,55
18097C,50,"0,00131%","99,93%",Kelas C (Slow-Moving),5,55
22282,49,"0,0013%","99,93%",Kelas C (Slow-Moving),5,54
90119,49,"0,0013%","99,93%",Kelas C (Slow-Moving),5,54
21253,49,"0,00127%","99,94%",Kelas C (Slow-Moving),5,54
85136C,48,"0,00125%","99,94%",Kelas C (Slow-Moving),5,53
84817,47,"0,00124%","99,94%",Kelas C (Slow-Moving),5,52
85136A,47,"0,00124%","99,94%",Kelas C (Slow-Moving),5,52
21442,46,"0,00122%","99,94%",Kelas C (Slow-Moving),5,51
21682,46,"0,0012%","99,94%",Kelas C (Slow-Moving),5,51
84875B,45,"0,00118%","99,94%",Kelas C (Slow-Moving),5,50
84859C,45,"0,00117%","99,94%",Kelas C (Slow-Moving),5,50
20867,44,"0,00117%","99,95%",Kelas C (Slow-Moving),5,49
22162,44,"0,00115%","99,95%",Kelas C (Slow-Moving),5,49
20997,43,"0,00114%","99,95%",Kelas C (Slow-Moving),5,48
21441,42,"0,0011%","99,95%",Kelas C (Slow-Moving),5,47
21060,42,"0,00109%","99,95%",Kelas C (Slow-Moving),5,47
22251,40,"0,00104%","99,95%",Kelas C (Slow-Moving),5,45
21001,39,"0,00104%","99,95%",Kelas C (Slow-Moving),5,44
23471,39,"0,00102%","99,95%",Kelas C (Slow-Moving),5,44
90114,38,"0,00101%","99,95%",Kelas C (Slow-Moving),5,43
21003,38,"0,001%","99,95%",Kelas C (Slow-Moving),5,43
84951A,38,"0,00098%","99,96%",Kelas C (Slow-Moving),5,43
22786,37,"0,00098%","99,96%",Kelas C (Slow-Moving),5,42
22799,37,"0,00097%","99,96%",Kelas C (Slow-Moving),5,42
21972,37,"0,00097%","99,96%",Kelas C (Slow-Moving),5,42
47503H,36,"0,00094%","99,96%",Kelas C (Slow-Moving),5,41
22395,36,"0,00094%","99,96%",Kelas C (Slow-Moving),5,41
23045,35,"0,00092%","99,96%",Kelas C (Slow-Moving),5,40
23073,35,"0,00091%","99,96%",Kelas C (Slow-Moving),5,40
22762,34,"0,00089%","99,96%",Kelas C (Slow-Moving),5,39
22263,34,"0,00089%","99,96%",Kelas C (Slow-Moving),5,39
84356,32,"0,00084%","99,96%",Kelas C (Slow-Moving),5,37
22832,32,"0,00084%","99,97%",Kelas C (Slow-Moving),5,37
20761,31,"0,00081%","99,97%",Kelas C (Slow-Moving),5,36
85039C,31,"0,00081%","99,97%",Kelas C (Slow-Moving),5,36
20654,31,"0,00081%","99,97%",Kelas C (Slow-Moving),5,36
21462,31,"0,0008%","99,97%",Kelas C (Slow-Moving),5,36
20765,30,"0,00079%","99,97%",Kelas C (Slow-Moving),5,35
22221,30,"0,00079%","99,97%",Kelas C (Slow-Moving),5,35
21106,30,"0,00079%","99,97%",Kelas C (Slow-Moving),5,35
22797,30,"0,00077%","99,97%",Kelas C (Slow-Moving),5,35
22448,29,"0,00077%","99,97%",Kelas C (Slow-Moving),5,34
22512,29,"0,00076%","99,97%",Kelas C (Slow-Moving),5,34
84931B,29,"0,00076%","99,97%",Kelas C (Slow-Moving),5,34
84707A,29,"0,00075%","99,98%",Kelas C (Slow-Moving),5,34
23094,29,"0,00075%","99,98%",Kelas C (Slow-Moving),5,34
72819,28,"0,00074%","99,98%",Kelas C (Slow-Moving),5,33
22318,28,"0,00074%","99,98%",Kelas C (Slow-Moving),5,33
22802,27,"0,00071%","99,98%",Kelas C (Slow-Moving),5,32
22450,27,"0,0007%","99,98%",Kelas C (Slow-Moving),5,32
